ID,V1,V1,V2,FEMALE,NUMVEH,VEH3MORE,AGE18_29,AGE30_64,AGE65,LESS100,OVER100,LESS250,OVER250,UNO,SERO,DRIVE,SAFE,TECH,IFVEH,MOB,REGVEH,AV,SAV
50,0,0.282637635,-0.537711082,1,3,1,0,1,0,0,1,0,1,1,0,-1.550692371,-0.755566436,0.379259262,1,0.036249732,0,1,0
51,0,0.14181347,0.294521079,1,1,0,0,1,0,1,0,0,0,1,0,-0.194192178,0.037157927,-0.899032127,1,0.610793977,1,0,0
52,0,1.349521519,-0.380648021,1,1,0,1,0,0,1,0,0,0,1,0,-0.868345451,0.095109048,-0.772658946,1,1.075338221,0,1,0
53,0,-0.651035569,-0.316830285,1,2,0,1,0,0,0,1,1,0,1,0,-0.356275798,0.58507309,0.379259262,1,0.610793977,1,0,0
54,0,1.005019634,1.115256649,0,3,1,0,1,0,1,0,0,0,1,0,0.134975661,0.55832787,1.018404957,1,0.187554267,0,1,0
55,0,-2.171729958,-1.061009315,0,4,1,0,1,0,0,1,0,1,1,0,-0.655829278,1.898967396,0.505632443,1,0.329825583,1,0,0
56,0,-1.625940038,-0.819533505,1,4,1,1,0,0,0,1,1,0,1,0,-0.047926154,-0.769475052,0.892031776,1,0.824258318,1,0,0
57,0,1.052326418,2.794563278,0,1,0,0,1,0,1,0,0,0,1,0,-1.550692371,2.521542942,1.144778138,1,-2.364720919,0,1,0
58,0,0.674559399,-0.575328425,1,2,0,1,0,0,0,1,1,0,1,0,0.071950487,-0.237513017,0.379259262,1,-1.284663229,0,1,0
59,0,0.639930317,-0.048178637,1,2,0,1,0,0,0,1,1,0,1,0,-1.384210669,1.180903416,-0.386259614,1,0.21863417,0,1,0
60,0,1.709542165,0.583669933,1,4,1,0,1,0,0,1,0,1,1,0,0.380300131,-0.644825229,0.639285413,1,0.591986196,0,1,0
61,0,-0.216949669,-0.02108179,1,4,1,0,1,0,0,1,1,0,1,0,-1.46745152,-0.314247676,-0.899032127,1,-1.496936158,0,1,0
62,0,-0.070922164,-0.460674555,1,1,0,1,0,0,1,0,0,0,1,0,1.536907808,-0.755566436,-0.259886433,1,0.683178415,1,0,0
63,0,0.283671251,-0.884890645,1,5,1,1,0,0,1,0,0,0,1,0,0.155793855,-0.243732096,1.144778138,1,0.27,0,1,0
64,0,0.453389753,1.554937919,0,2,0,1,0,0,1,0,0,0,1,0,-1.246740809,0.405860815,-0.386259614,1,-1.234775545,0,0,1
65,0,-1.0242539,0.609054409,1,1,0,0,1,0,1,0,0,0,1,0,0.563201946,-0.5621734,-0.259886433,1,-0.366990784,0,0,1
66,0,0.966471225,-1.810114555,0,3,1,1,0,0,0,1,1,0,1,0,0.916983544,0.502421261,-1.15177849,1,0.238633363,0,1,0
67,0,0.489042343,1.546635943,1,3,1,0,1,0,1,0,0,0,1,0,1.104283441,-1.011483606,0.505632443,1,0.591986196,0,0,1
68,0,0.904322332,-0.019515982,1,4,1,1,0,0,1,0,0,0,1,0,-0.826709062,0.702431821,0.505632443,1,0.08223,0,1,0
69,0,0.624021546,-1.503753352,1,3,1,1,0,0,0,1,0,1,1,0,1.02104259,-0.644825229,-1.15177849,1,0.500793977,1,0,0
70,0,-0.987345933,-0.613242299,1,3,1,1,0,0,1,0,0,0,1,0,0.579621167,-1.011483606,0.505632443,1,0.965338221,1,0,0
71,0,-0.123240981,-0.606790117,1,4,1,1,0,0,1,0,0,0,1,0,-0.543575694,-0.444814669,0.505632443,1,0.359714073,1,0,0
72,0,-0.042875071,0.678336579,1,3,1,0,1,0,0,1,1,0,1,0,-0.638837685,2.022943651,1.144778138,1,0.036249732,0,1,0
73,0,-0.41647823,-0.614996082,1,3,1,1,0,0,0,1,1,0,1,0,-0.80971836,0.405860815,0.379259262,1,0.30982639,0,1,0
74,0,-0.485491539,1.396587658,1,0,0,1,0,0,1,0,0,0,1,0,-1.550692371,2.272243297,-0.386259614,0,-2.011368087,0,0,1
75,0,-1.562168028,0.375518631,1,2,0,0,0,1,1,0,0,0,1,0,-0.626816545,-0.374999443,0.1265129,1,-0.013637952,1,0,0
76,0,-0.357829036,-2.201394557,0,2,0,0,1,0,1,0,0,0,1,0,-0.306445762,0.496875748,-0.133513252,1,0.934258318,1,0,0
77,0,-0.167901082,-0.747224718,0,0,0,1,0,0,1,0,0,0,1,0,0.833742693,-1.267400776,0.379259262,0,-0.134718662,1,0,0
78,0,-0.62187808,0.379665462,0,0,0,1,0,0,1,0,0,0,1,0,1.187524292,-0.499649266,1.144778138,0,1.075338221,1,0,0
79,0,0.153502249,1.062437322,0,1,0,1,0,0,1,0,0,0,1,0,0.463540982,0.627071083,0.639285413,1,0.542098512,0,1,0
80,0,-0.586827452,-0.375080824,1,2,0,0,1,0,0,1,1,0,1,0,0.613031982,-0.120154286,0.379259262,1,0.450906293,1,0,0
81,0,1.564540253,2.089680282,1,4,1,0,1,0,0,1,1,0,1,0,1.466259577,-1.517400776,0.379259262,1,0.824258318,0,0,1
82,0,-1.596575046,-0.70380995,0,0,0,0,1,0,1,0,0,0,1,0,0.038539673,0.99372946,0.639285413,0,-0.7702313,1,0,0
83,0,-1.527686565,0.498100979,1,3,1,0,1,0,1,0,0,0,1,0,0.29705928,0.640979699,-0.133513252,1,0.21863417,1,0,0
84,0,0.194611147,1.453303438,1,2,0,0,0,1,1,0,0,0,1,0,0.238432189,-0.058330506,0.379259262,1,-0.043526443,0,0,1
85,0,1.049212607,0.896541066,1,2,0,1,0,0,1,0,0,0,1,0,-0.148760224,1.123924795,1.144778138,1,0.359714073,0,1,0
86,0,-1.084010633,0.184900379,1,4,1,0,1,0,0,1,1,0,1,0,-0.518961934,-0.072239123,0.505632443,1,0.401018609,1,0,0
87,0,0.520670256,1.317927967,1,1,0,0,1,0,1,0,0,0,1,0,-1.550692371,-0.016332513,0.505632443,1,-0.458183004,0,1,0
88,0,-0.694142982,0.307433275,0,1,0,0,0,1,0,1,1,0,1,0,0.32167304,-0.444814669,-0.899032127,1,0.329825583,1,0,0
89,0,-0.333835967,-1.309832799,1,1,0,0,1,0,1,0,0,0,1,0,0.259250384,-0.769475052,0.379259262,1,-0.013637952,1,0,0
90,0,0.594447165,-0.046639463,0,2,0,0,1,0,0,1,1,0,1,0,0.076348569,-0.064247676,0.379259262,1,0.591986196,0,1,0
91,0,-0.755525499,-0.315914638,0,2,0,0,0,1,1,0,0,0,1,0,-0.80971836,1.325007367,-1.15177849,1,0.560906293,1,0,0
92,0,-0.444551392,-0.040854038,1,5,1,0,1,0,0,1,1,0,1,0,-0.123543947,0.577081644,0.505632443,1,0.610793977,1,0,0
93,0,0.501926516,1.003925209,0,1,0,0,1,0,1,0,0,0,1,0,-0.868345451,0.322936841,1.144778138,1,-0.164607153,0,1,0
94,0,-0.119466497,-1.458397345,1,2,0,1,0,0,1,0,0,0,1,0,-0.897357293,0.067019671,-1.411804641,1,-0.104830171,1,0,0
95,0,0.14064841,-1.547413671,1,3,1,1,0,0,1,0,0,0,1,0,-0.144362142,-1.267400776,1.144778138,1,-1.576712333,1,0,0
96,0,0.302399897,-0.175815573,0,1,0,1,0,0,1,0,0,0,1,0,-1.46745152,0.295119608,0.505632443,1,-0.225910881,0,1,0
97,0,1.153607113,-0.594822074,0,1,0,0,0,1,1,0,0,0,1,0,0.393495268,0.453805743,0.765658594,1,-0.416878468,0,1,0
98,0,0.003262984,-0.233203582,1,2,0,0,1,0,1,0,0,0,1,0,-0.477325546,0.627071083,0.505632443,1,0.036249732,0,1,0
99,0,-0.293249021,1.250966792,0,2,0,1,0,0,1,0,0,0,1,0,-0.389686613,0.675686601,0.252886081,1,0.450906293,0,0,1
100,0,0.494082059,-0.495593607,0,2,0,0,0,1,0,1,1,0,1,0,1.142092337,-1.267400776,-1.790924184,1,0.683178415,1,0,0
101,0,0.350674757,0.612810914,1,1,0,1,0,0,1,0,0,0,1,0,-0.681045554,0.917695155,0.505632443,1,0.683178415,0,1,0
102,0,1.038242115,1.426748244,1,3,1,1,0,0,1,0,0,0,1,0,1.895088379,-1.267400776,0.765658594,1,-0.013637952,0,0,1
103,0,1.701134146,0.116397312,1,1,0,1,0,0,1,0,0,0,1,0,0.750501842,-0.160808122,0.505632443,1,-0.013637952,0,1,0
104,0,0.495712931,2.187302047,1,2,0,1,0,0,1,0,0,0,1,0,0.601010843,-0.5621734,0.505632443,1,-0.275798565,0,0,1
105,0,-0.95957211,0.399402575,1,2,0,0,1,0,0,1,1,0,1,0,-0.764286405,-0.444814669,0.379259262,1,0.348633363,1,0,0
106,0,2.208057714,-0.268840041,0,2,0,1,0,0,1,0,0,0,1,0,-0.306445762,1.042344977,0.379259262,1,0.683178415,0,1,0
107,0,-0.054664085,0.941149542,0,2,0,1,0,0,1,0,0,0,1,0,-0.33606012,0.551710346,0.379259262,1,0.006361241,0,1,0
108,0,0.30127215,0.789513722,1,0,0,1,0,0,1,0,0,0,1,0,-1.550692371,0.433678047,-0.259886433,0,-1.901368087,0,1,0
109,0,-1.334500388,-0.339142461,0,5,1,1,0,0,1,0,0,0,1,0,-1.030429071,0.502421261,0.505632443,1,0.965338221,1,0,0
110,0,-0.346296894,-0.136880584,0,2,0,0,1,0,0,1,1,0,1,0,0.134975661,1.325007367,1.144778138,1,0.32863417,0,1,0
111,0,0.656980966,-0.488295477,1,2,0,1,0,0,1,0,0,0,1,0,0.15958942,-0.320164846,0.505632443,1,0.965338221,0,1,0
112,0,-0.348621296,-1.025542296,1,3,1,0,1,0,0,1,1,0,1,0,0.950394359,-0.894825229,-0.386259614,1,0.21863417,1,0,0
113,0,0.921240804,0.134697925,0,2,0,1,0,0,0,1,1,0,1,0,0.168386475,1.007638076,0.252886081,1,-1.355856255,0,1,0
114,0,0.064793865,-0.166962866,0,3,1,0,1,0,1,0,0,0,1,0,1.187524292,-0.051411072,-0.772658946,1,0.683178415,1,0,0
115,0,1.088824289,2.626104983,0,2,0,0,0,1,0,1,1,0,1,0,-1.034827153,0.73781229,-0.899032127,1,0.359714073,0,1,0
116,0,0.279440281,-0.161341163,1,0,0,0,1,0,1,0,0,0,1,0,0.613031982,-0.755566436,-0.133513252,0,-0.325686249,1,0,0
117,0,-0.441385792,0.17600306,1,1,0,1,0,0,1,0,0,0,1,0,-0.581384591,0.191669494,-0.133513252,1,-0.508070687,1,0,0
118,0,0.019353482,-0.448190204,1,4,1,1,0,0,1,0,0,0,1,0,0.380300131,0.627071083,-1.15177849,1,0.450906293,1,0,0
119,0,-0.716688569,-0.7149161,0,2,0,0,0,1,1,0,0,0,1,0,-0.460334843,0.191669494,-1.790924184,1,0.450906293,1,0,0
120,0,-0.622871991,-0.034476932,0,4,1,0,0,1,0,1,1,0,1,0,1.142092337,0.84099026,-1.15177849,1,0.542098512,1,0,0
121,0,1.173705821,-0.027466541,1,2,0,1,0,0,1,0,0,0,1,0,-1.46745152,-0.320164846,1.018404957,1,-0.013637952,0,1,0
122,0,-0.197881163,0.553459813,0,2,0,0,0,1,1,0,0,0,1,0,-0.460334843,0.191669494,-0.512632795,1,0.733066099,1,0,0
123,0,-1.083912023,-0.371687258,1,2,0,1,0,0,1,0,0,0,1,0,-1.363392475,1.421567813,1.144778138,1,-0.386989977,0,1,0
124,0,-1.182804076,1.292984321,0,0,0,0,1,0,1,0,0,0,1,0,-1.550692371,1.44965719,1.144778138,0,-0.881422713,0,0,1
125,0,0.265098253,0.695810618,1,3,1,1,0,0,1,0,0,0,1,0,-0.626816545,0.84099026,0.379259262,1,-0.508070687,0,1,0
126,0,0.824770564,0.199250773,0,1,0,0,1,0,1,0,0,0,1,0,-0.044701178,-1.011483606,-0.133513252,1,0.378521854,0,1,0
127,0,-2.186786492,-1.49088784,0,2,0,1,0,0,1,0,0,0,1,0,-0.110951327,0.502421261,-0.512632795,1,-0.427959178,1,0,0
128,0,-1.193789792,-0.902937279,1,2,0,1,0,0,1,0,0,0,1,0,-1.384210669,-0.13299089,-0.899032127,1,0.1489,1,0,0
129,0,0.357150141,-2.61451492,1,2,0,0,1,0,0,1,1,0,1,0,1.054453404,0.1,-1.025405309,1,0.127441951,1,0,0
130,0,-0.966168668,-0.185033315,1,2,0,1,0,0,1,0,0,0,1,0,-0.335457604,-0.783383668,-1.15177849,1,-0.52806988,1,0,0
131,0,-0.46167771,0.26794194,1,2,0,0,1,0,1,0,0,0,1,0,-0.547973776,1.643050226,-0.133513252,1,-0.881422713,0,1,0
132,0,-1.252015748,1.868877871,1,3,1,1,0,0,1,0,0,0,1,0,-0.905551831,0.081200432,0.379259262,1,-0.295797758,0,0,1
133,0,-0.681811282,-0.082576971,1,2,0,1,0,0,1,0,0,0,1,0,0.213818429,0.627071083,-1.15177849,1,-1.002503423,1,0,0
134,0,-0.660002942,-0.755106433,0,2,0,0,1,0,1,0,0,0,1,0,0.155191338,-0.078156293,-0.899032127,1,-0.275798565,1,0,0
135,0,-1.571761684,-0.448624572,1,2,0,1,0,0,1,0,0,0,1,0,-0.006892282,0.177760877,0.379259262,1,0.359714073,1,0,0
136,0,-1.146079369,-1.701995189,0,2,0,0,1,0,1,0,0,0,1,0,2.144810932,-1.267400776,-0.386259614,1,0.965338221,1,0,0
137,0,-0.590509438,-1.159010226,1,1,0,1,0,0,1,0,0,0,1,0,1.19571883,-1.011483606,0.505632443,1,0.733066099,1,0,0
138,0,0.903273034,1.170601731,0,2,0,0,1,0,1,0,0,0,1,0,0.484359177,-0.078156293,0.505632443,1,-0.134718662,0,1,0
139,0,-0.590262946,-1.110934088,1,0,0,1,0,0,1,0,0,0,1,0,-0.252216753,0.474331883,0.892031776,0,-0.013637952,1,0,0
140,0,-0.33328351,-0.879638097,0,3,1,1,0,0,1,0,0,0,1,0,-0.085735051,1.325007367,0.379259262,1,-0.184606346,0,1,0
141,0,0.955865168,0.713972419,1,1,0,1,0,0,1,0,0,0,1,0,-0.755489351,0.502421261,-0.386259614,1,-2.505800822,0,1,0
142,0,-0.579133122,-0.263541645,1,1,0,1,0,0,1,0,0,0,1,0,0.026518533,-0.064247676,0.379259262,1,-0.154717855,1,0,0
143,0,-1.943973449,-2.113811183,1,2,0,0,0,1,1,0,0,0,1,0,0.496380316,-0.886833783,-0.386259614,1,0.591986196,1,0,0
144,0,0.35771866,-0.532364701,0,2,0,1,0,0,0,1,1,0,1,0,-0.764286405,-0.637534138,0.379259262,1,0.30982639,0,1,0
145,0,0.159934251,-0.028952504,0,2,0,0,1,0,1,0,0,0,1,0,0.076348569,-0.271549329,-0.899032127,1,0.450906293,1,0,0
146,0,-0.145920769,-0.728153419,0,4,1,0,1,0,1,0,0,0,1,0,-1.217728967,0.19923273,-0.772658946,1,0.965338221,0,1,0
147,0,-0.898580626,0.955241494,1,2,0,1,0,0,0,1,1,0,1,0,0.071950487,-1.267400776,-1.15177849,1,0.268521854,0,0,1
148,0,1.642300277,-0.570201776,0,2,0,0,0,1,1,0,0,0,1,0,-0.49814374,0.260412707,-0.899032127,1,0.116361241,0,1,0
149,0,1.78705852,1.303114554,1,1,0,1,0,0,1,0,0,0,1,0,1.437247735,-0.768801485,0.505632443,1,-0.952615739,0,0,1
150,0,-1.234238599,-0.067166036,1,0,0,1,0,0,1,0,0,0,1,0,-0.66022736,0.75833843,-0.259886433,0,-1.405743939,1,0,0
151,0,0.192689831,0.226957389,0,2,0,1,0,0,0,1,1,0,1,0,-1.217728967,1.747572353,1.144778138,1,0.683178415,0,1,0
152,0,0.422243309,-1.34843921,1,0,0,0,1,0,1,0,0,0,1,0,-1.46745152,1.380913977,-1.790924184,0,-0.013637952,0,1,0
153,0,0.185801588,0.466000914,1,3,1,1,0,0,0,1,1,0,1,0,-0.439516649,0.716340437,0.379259262,1,-0.013637952,0,1,0
154,0,-1.568325122,1.336546943,0,3,1,1,0,0,1,0,0,0,1,0,-0.930768107,0.675686601,-0.772658946,1,-0.366990784,0,0,1
155,0,0.253885361,-1.041742227,0,2,0,0,1,0,0,1,1,0,1,0,0.380300131,0.260412707,1.144778138,1,-0.043526443,0,1,0
156,0,2.369695402,0.669141956,1,2,0,1,0,0,0,1,1,0,1,0,-0.189794096,-0.570164846,0.505632443,1,0.793178415,0,1,0
157,0,-0.374157287,0.87913456,1,0,0,1,0,0,1,0,0,0,1,0,0.29705928,-0.064247676,-1.025405309,0,-0.7702313,0,0,1
158,0,0.183876168,1.419074288,1,5,1,1,0,0,1,0,0,0,1,0,-0.66022736,0.371153913,0.892031776,1,-0.629151397,0,0,1
159,0,-0.013044707,0.048229754,1,2,0,0,1,0,0,1,1,0,1,0,0.696272833,-1.261483606,0.1265129,1,0.542098512,1,0,0
160,0,0.468321782,-0.261840687,1,1,0,1,0,0,1,0,0,0,1,0,-0.36067388,-0.070865201,-1.411804641,1,-2.082561113,0,1,0
161,0,2.013908071,1.01682488,1,1,0,1,0,0,0,1,1,0,1,0,-1.550692371,1.498272708,-0.259886433,1,-0.881422713,0,1,0
162,0,0.421645576,-0.419782692,0,7,1,0,1,0,0,1,0,1,1,0,0.017721478,-0.070865201,0.505632443,1,-0.800119791,0,1,0
163,0,0.455188913,-0.723121741,0,1,0,0,0,1,1,0,0,0,1,0,-0.052324236,-0.430906053,-1.917297366,1,0.500793977,1,0,0
164,0,0.683476264,1.179553938,1,2,0,1,0,0,1,0,0,0,1,0,0.44655028,-0.245504463,0.892031776,1,-1.496936158,0,0,1
165,0,0.283317651,-0.747704105,1,1,0,1,0,0,1,0,0,0,1,0,0.026518533,-1.025392222,-1.538177822,1,-0.86142352,1,0,0
166,0,0.314094925,-0.013122365,0,3,1,1,0,0,1,0,0,0,1,0,0.29705928,0.527071083,-0.259886433,1,-0.7702313,0,1,0
167,0,0.433458351,0.876621194,1,2,0,1,0,0,0,1,1,0,1,0,-0.626816545,-0.192064909,-1.15177849,1,-1.033583326,0,0,1
168,0,-0.752641455,1.289598863,0,2,0,1,0,0,1,0,0,0,1,0,0.076348569,0.402421261,0.379259262,1,0.30982639,0,0,1
169,0,0.560261349,0.081321656,1,4,1,1,0,0,1,0,0,0,1,0,-0.439516649,-0.420164846,0.379259262,1,-1.002503423,0,1,0
170,0,0.023849366,2.026575867,0,4,1,0,0,1,0,1,1,0,1,0,-0.343683178,0.319769431,0.892031776,1,0.591986196,0,0,1
171,0,0.781349991,0.861415118,0,0,0,1,0,0,1,0,0,0,1,0,0.206195372,0.900346984,-1.025405309,0,-2.041256577,0,0,1
172,0,0.545263444,-1.92205133,1,3,1,1,0,0,1,0,0,0,1,0,-0.206784798,-0.420164846,-0.259886433,1,0.127441951,0,1,0
173,0,0.758474582,0.532699189,1,0,0,1,0,0,1,0,0,0,1,0,-0.593405731,-0.371549329,0.505632443,0,-1.234775545,0,1,0
174,0,-0.197929877,-0.535363717,1,3,1,1,0,0,1,0,0,0,1,0,-0.426924029,0.540979699,0.252886081,1,-1.052391107,0,1,0
175,0,1.560588323,1.855742196,1,4,1,1,0,0,0,1,1,0,1,0,-0.493745658,0.727081644,-0.133513252,1,1.075338221,0,1,0
176,0,0.241352141,-0.42271201,1,2,0,0,1,0,0,1,1,0,1,0,0.071950487,-1.517400776,0.379259262,1,-0.225910881,1,0,0
177,0,-0.075324662,-0.137964858,0,3,1,0,1,0,1,0,0,0,1,0,1.957511036,-1.367400776,-1.538177822,1,0.965338221,1,0,0
178,0,0.479560821,1.278364521,1,1,0,1,0,0,1,0,0,0,1,0,1.187524292,-0.420164846,0.505632443,1,0.934258318,0,0,1
179,0,-0.800480068,-1.178381682,1,3,1,1,0,0,0,1,1,0,1,0,-0.252216753,0.74099026,0.892031776,1,-0.53915059,1,0,0
180,0,1.441678318,1.353479187,0,2,0,1,0,0,1,0,0,0,1,0,0.392321271,0.519779991,1.018404957,1,1.075338221,0,1,0
181,0,-0.905978798,0.897171515,1,1,0,0,0,1,1,0,0,0,1,0,1.216537024,-1.367400776,-1.15177849,1,-0.508070687,0,0,1
182,0,2.204071584,0.462442241,1,1,0,1,0,0,1,0,0,0,1,0,1.304175957,-0.855566436,-0.259886433,1,0.542098512,0,1,0
183,0,-0.258309336,0.092830782,1,1,0,0,1,0,0,1,1,0,1,0,-0.951586302,0.706555503,-1.15177849,1,-0.074606346,0,1,0
184,0,-0.152809396,-0.065774396,0,2,0,1,0,0,1,0,0,0,1,0,0.272445521,1.024996807,0.505632443,1,-0.245910074,0,1,0
